,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
79,['沙河壹号二期 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,沙河壹号二期,锦江,沙河堡,3室2厅1厨1卫,低楼层 (共34层),96.48㎡,平层,78.96㎡,板塔结合,东南,框架结构,精装,两梯六户,有,2021-04-07,商品房,2014-09-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
80,['大观里5号院 3室2厅 东南'],83.8,12471,大观里5号院,锦江,东客站,3室2厅1厨2卫,低楼层 (共6层),67.2㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯四户,无,2021-07-06,商品房,2009-01-19,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
81,['锦江城市花园三期 3室1厅 东南'],159,19688,锦江城市花园三期,锦江,三圣乡,3室1厅1厨1卫,高楼层 (共34层),80.76㎡,平层,65.31㎡,板塔结合,东南,钢混结构,精装,两梯九户,有,2021-09-06,商品房,2012-11-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
82,['乐天圣苑 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,乐天圣苑,锦江,东大路,3室1厅1厨1卫,中楼层 (共32层),81.19㎡,平层,59.45㎡,板塔结合,西南,钢混结构,精装,两梯四户,有,2021-10-14,商品房,2018-11-15,普通住宅,满两年,非共有,"
                                有抵押 70万元 客户偿还
                              ",已上传房本照片,,,,
83,['乐天圣苑 3室2厅 东'],暂无数据,首付及贷款情况请咨询经纪人,乐天圣苑,锦江,东大路,3室2厅1厨2卫,低楼层 (共33层),112.41㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯四户,有,2021-10-10,商品房,2018-12-24,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
84,['交大绿岭二期 2室1厅 西南'],137,19858,交大绿岭二期,锦江,静居寺,2室1厅1厨1卫,高楼层 (共34层),68.99㎡,平层,暂无数据,塔楼,西南,钢混结构,精装,三梯六户,有,2021-11-24,商品房,2012-09-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
85,['蜀都花园 2室2厅 东'],178,17733,蜀都花园,锦江,水碾河,2室2厅1厨2卫,低楼层 (共22层),100.38㎡,错层,暂无数据,塔楼,东,钢混结构,精装,两梯四户,有,2021-12-02,商品房,2005-05-18,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
86,['锦江城市花园三期 2室1厅 西南'],96,20339,锦江城市花园三期,锦江,三圣乡,2室1厅1厨1卫,高楼层 (共34层),47.2㎡,平层,38.17㎡,板塔结合,西南,钢混结构,精装,两梯九户,有,2021-11-22,商品房,2018-02-08,普通住宅,满两年,非共有,"
                                有抵押 50万元 工商银行青龙支行 业主自还
                              ",已上传房本照片,,,,
87,['尖东旺座一期 2室1厅 西南'],105,12957,尖东旺座一期,锦江,水碾河,2室1厅1厨1卫,高楼层 (共17层),81.04㎡,平层,66.05㎡,板楼,西南,钢混结构,简装,两梯八户,有,2021-11-24,商品房,2012-03-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
88,['锦江城市花园三期 2室1厅 东'],110,20000,锦江城市花园三期,锦江,三圣乡,2室1厅1厨1卫,低楼层 (共34层),55㎡,平层,44.48㎡,板塔结合,东,钢混结构,精装,两梯九户,有,2021-11-24,商品房,2012-11-24,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
89,['都会风尚 3室1厅 南'],380,26467,都会风尚,锦江,合江亭,3室1厅1厨1卫,低楼层 (共32层),143.58㎡,平层,暂无数据,板塔结合,南,框架结构,精装,两梯四户,有,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                有抵押 20万元 业主自还
                              ",未上传房本照片,,,,
90,['碧莲雅舍 3室2厅 东'],173,15250,碧莲雅舍,锦江,九眼桥,3室2厅1厨2卫,低楼层 (共6层),113.45㎡,平层,暂无数据,板塔结合,东,框架结构,精装,一梯两户,无,2021-12-09,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
91,['摩玛城 2室2厅 南'],171,21564,摩玛城,锦江,三官堂,2室2厅1厨1卫,高楼层 (共34层),79.3㎡,平层,65.05㎡,板塔结合,南,框架结构,精装,三梯七户,有,2021-10-12,商品房,2012-06-04,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
92,['四海逸家一期 4室2厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,四海逸家一期,锦江,卓锦城,4室2厅1厨2卫,中楼层 (共33层),96.58㎡,跃层,73.12㎡,塔楼,西南,钢混结构,简装,两梯四户,有,2021-08-21,商品房,2011-09-06,普通住宅,满五年,共有,"
                                有抵押 300万元 工商银行 业主自还
                              ",已上传房本照片,,,,
93,['望江嘉苑 3室2厅 南'],208,20173,望江嘉苑,锦江,三官堂,3室2厅1厨2卫,高楼层 (共6层),103.11㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2021-11-21,商品房,2013-06-28,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
94,['东晶丽苑 3室1厅 北'],135,14810,东晶丽苑,锦江,琉璃场,3室1厅1厨1卫,中楼层 (共16层),91.16㎡,平层,暂无数据,板楼,北,框架结构,简装,两梯四户,有,2021-11-30,商品房,2007-09-26,普通住宅,满五年,共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,,,,
95,['锦江国际花园 3室2厅 西南'],185,22001,锦江国际花园,锦江,川师,3室2厅2厨1卫,中楼层 (共42层),84.09㎡,平层,69.44㎡,塔楼,西南,钢混结构,精装,三梯八户,有,2021-11-30,商品房,2018-06-26,普通住宅,满两年,共有,"
                                有抵押 80万元 平安银行（40），按揭40 客户偿还
                              ",已上传房本照片,,,,
96,['雅仕苑 3室1厅 南'],135,16211,雅仕苑,锦江,合江亭,3室1厅1厨1卫,低楼层 (共6层),83.28㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯两户,暂无数据,2021-12-02,商品房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
97,['东安北左街41号 2室2厅 东南'],145,18686,东安北左街41号,锦江,红星路,2室2厅1厨1卫,高楼层 (共6层),77.6㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,2021-11-23,已购公房,暂无数据,普通住宅,暂无数据,非共有,"
                                无抵押
                              ",未上传房本照片,,,,
98,['新莲新苑 2室1厅 东南'],78,11653,新莲新苑,锦江,静居寺,2室1厅1厨1卫,中楼层 (共7层),66.94㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,2021-11-27,商品房,2008-12-18,普通住宅,满五年,非共有,"
                                有抵押 63万元 外面的金融公司 业主自还
                              ",已上传房本照片,,,,
99,['静居嘉苑 2室2厅 东南'],142,18685,静居嘉苑,锦江,静居寺,2室2厅1厨1卫,高楼层 (共6层),76㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯四户,无,2021-11-28,商品房,2016-11-30,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
100,['恒大都汇华庭 3室2厅 北'],460,29263,恒大都汇华庭,锦江,合江亭,3室2厅1厨3卫,高楼层 (共45层),157.2㎡,平层,110.56㎡,板塔结合,北,钢混结构,精装,四梯七户,有,2021-01-21,商品房,2020-01-10,普通住宅,未满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
101,['秀城 1室1厅 东'],48.8,12853,秀城,锦江,三官堂,1室1厅1厨1卫,高楼层 (共22层),37.97㎡,平层,30.6㎡,塔楼,东,框架结构,精装,三梯十四户,有,2021-12-11,商品房,2007-08-30,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
102,['柳江新居一期 2室2厅 南'],123,14692,柳江新居一期,锦江,琉璃场,2室2厅1厨1卫,高楼层 (共18层),83.72㎡,平层,67.44㎡,板楼,南,框架结构,简装,两梯六户,有,2021-12-13,商品房,2013-06-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
103,['上海东韵 1室1厅 南'],86,21544,上海东韵,锦江,攀成钢,1室1厅1厨1卫,中楼层 (共30层),39.92㎡,平层,30.57㎡,板塔结合,南,钢混结构,简装,两梯六户,有,2021-12-08,商品房,2012-06-04,普通住宅,满五年,非共有,"
                                有抵押 10万元 业主自还
                              ",已上传房本照片,,,,
104,['锦洲花园 2室2厅 南'],110,15537,锦洲花园,锦江,三官堂,2室2厅1厨1卫,中楼层 (共6层),70.8㎡,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,无,2021-07-30,商品房,2014-03-21,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
105,['蓝光凯丽香江 3室2厅 东北'],220,25204,蓝光凯丽香江,锦江,琉璃场,3室2厅1厨2卫,中楼层 (共42层),87.29㎡,平层,68.91㎡,板塔结合,东北,钢混结构,精装,三梯六户,有,2021-10-08,商品房,2016-07-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
106,['金红园 3室1厅 南 北'],109,12303,金红园,锦江,东光小区,3室1厅1厨1卫,低楼层 (共7层),88.6㎡,平层,79.63㎡,板楼,南 北,混合结构,毛坯,一梯四户,无,2020-08-12,商品房,2005-05-20,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
107,['锦江城市花园三期 2室1厅 西南'],144,18363,锦江城市花园三期,锦江,三圣乡,2室1厅1厨1卫,高楼层 (共34层),78.42㎡,平层,63.58㎡,板塔结合,西南,钢混结构,精装,两梯十一户,有,2021-06-18,商品房,2016-10-08,普通住宅,满五年,共有,"
                                有抵押 100万元 客户偿还
                              ",已上传房本照片,,,,
108,['东城印象小区 3室1厅 东南'],155,17570,东城印象小区,锦江,蓝谷地,3室1厅1厨2卫,中楼层 (共28层),88.22㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,两梯五户,有,2021-08-24,商品房,2018-06-12,普通住宅,满两年,共有,"
                                有抵押 20万元 中国银行 业主自还
                              ",已上传房本照片,,,,
109,['华熙528艺术村锦都 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,华熙528艺术村锦都,锦江,三圣乡,3室2厅1厨1卫,低楼层 (共28层),88.27㎡,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯五户,有,2021-07-04,商品房,2019-05-14,普通住宅,满两年,非共有,"
                                有抵押 56万元 平安银行 业主自还
                              ",已上传房本照片,,,,
110,['华都美林湾 3室2厅 东南'],236,19282,华都美林湾,锦江,三圣乡,3室2厅1厨2卫,低楼层 (共29层),122.4㎡,平层,101.5㎡,塔楼,东南,框架结构,毛坯,两梯四户,有,2021-08-29,商品房,2011-06-24,普通住宅,满五年,共有,"
                                有抵押 100万元 100多万 金融公司垫资
                              ",已上传房本照片,,,,
111,['华宇嘉苑 3室2厅 南'],215,16442,华宇嘉苑,锦江,沙河堡,3室2厅2厨2卫,低楼层 (共30层),130.77㎡,平层,108㎡,塔楼,南,钢混结构,毛坯,两梯六户,有,2021-07-15,商品房,2019-10-10,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
112,['俊发星雅俊园 3室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,俊发星雅俊园,锦江,三圣乡,3室1厅1厨1卫,低楼层 (共33层),88.33㎡,平层,69㎡,塔楼,东南,钢混结构,精装,三梯八户,有,2021-09-21,商品房,2017-12-27,普通住宅,满两年,非共有,"
                                有抵押 30万元
                              ",已上传房本照片,,,,
113,['锦东庭园 3室1厅 西北'],暂无数据,首付及贷款情况请咨询经纪人,锦东庭园,锦江,沙河堡,3室1厅1厨1卫,中楼层 (共34层),89.6㎡,平层,暂无数据,塔楼,西北,钢混结构,简装,三梯八户,有,2021-10-15,商品房,2018-12-11,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
114,['萧邦 1室1厅 东南'],87,18217,萧邦,锦江,盐市口,1室1厅1厨1卫,高楼层 (共28层),47.76㎡,平层,暂无数据,板楼,东南,框架结构,简装,四梯十四户,有,2021-12-07,商品房,暂无数据,普通住宅,暂无数据,共有,"
                                无抵押
                              ",未上传房本照片,,,,
115,['绿地468公馆二期 3室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,绿地468公馆二期,锦江,三圣乡,3室2厅1厨1卫,高楼层 (共33层),88.84㎡,平层,72.82㎡,板塔结合,东南,钢混结构,精装,两梯六户,有,2021-10-21,商品房,2018-07-16,普通住宅,满两年,非共有,"
                                有抵押 160万元 工商银行成都沙河支行 金融公司垫资
                              ",已上传房本照片,,,,
