,标题,总价格,单价,小区,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,用水类型,用电类型,燃气价格,别墅类型
32,['新和理想家 3室1厅 东'],暂无数据,首付及贷款情况请咨询经纪人,新和理想家,金牛,一品天下,3室1厅1厨1卫,高楼层 (共18层),93.97㎡,平层,77.07㎡,板塔结合,东,框架结构,简装,两梯七户,有,2021-11-30,商品房,2010-07-20,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
33,['西岸观邸 3室2厅 南'],138.8,15788,西岸观邸,金牛,国宾,3室2厅1厨1卫,低楼层 (共30层),87.92㎡,平层,71.64㎡,板塔结合,南,钢混结构,简装,三梯六户,有,2021-11-20,商品房,2011-04-21,普通住宅,满五年,共有,"
                                有抵押 85万元
                              ",已上传房本照片,,,,
34,['西西里二期 3室1厅 西南'],暂无数据,首付及贷款情况请咨询经纪人,西西里二期,金牛,茶店子,3室1厅1厨1卫,低楼层 (共34层),89.71㎡,平层,74.17㎡,板塔结合,西南,框架结构,简装,两梯六户,有,2021-11-24,商品房,2012-10-25,普通住宅,满五年,非共有,"
                                有抵押 60万元 业主自还
                              ",已上传房本照片,,,,
35,['第一园 3室1厅 南'],163,14165,第一园,金牛,五块石,3室1厅1厨2卫,高楼层 (共18层),115.08㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,2021-11-29,商品房,2018-09-28,普通住宅,满两年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
36,['金沙御苑 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,金沙御苑,金牛,蜀汉路,3室1厅1厨2卫,高楼层 (共13层),104.29㎡,平层,100㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-11-30,商品房,2012-03-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
37,['凯丽豪景 3室1厅 南'],暂无数据,首付及贷款情况请咨询经纪人,凯丽豪景,金牛,一品天下,3室1厅1厨2卫,低楼层 (共32层),105.07㎡,平层,81.76㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-11-30,商品房,2010-12-01,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
38,['绿地世纪城 3室1厅 南 北'],195,18990,绿地世纪城,金牛,驷马桥,3室1厅1厨2卫,中楼层 (共21层),102.69㎡,平层,81.39㎡,塔楼,南 北,钢混结构,精装,两梯四户,有,2021-12-05,商品房,2019-12-17,普通住宅,满两年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
39,['星河小区 3室1厅 东南'],79.8,9543,星河小区,金牛,西南交大,3室1厅1厨1卫,高楼层 (共7层),83.63㎡,跃层,77.37㎡,板楼,东南,砖混结构,精装,一梯两户,无,2021-12-01,商品房,2015-06-22,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
40,['文华路12号 3室1厅 东'],112,15547,文华路12号,金牛,石人小区,3室1厅1厨1卫,低楼层 (共6层),72.04㎡,平层,暂无数据,板楼,东,砖混结构,精装,一梯三户,暂无数据,2021-11-30,商品房,2011-06-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
41,['风林假日 3室2厅 南 北'],160,13484,风林假日,金牛,国宾,3室2厅1厨2卫,高楼层 (共9层),118.66㎡,平层,102.61㎡,板楼,南 北,钢混结构,精装,一梯两户,有,2021-11-28,商品房,2016-05-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
42,['蓝光花满庭一期 3室1厅 南'],160,18284,蓝光花满庭一期,金牛,五块石,3室1厅1厨1卫,中楼层 (共21层),87.51㎡,平层,70.52㎡,板塔结合,南,钢混结构,精装,两梯八户,有,2021-11-23,商品房,2015-05-07,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
43,['远洋朗郡 3室1厅 南'],155,17707,远洋朗郡,金牛,高家庄,3室1厅1厨1卫,中楼层 (共17层),87.54㎡,平层,71.71㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-12-05,商品房,2013-10-31,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
44,['富丽碧蔓汀 2室1厅 东'],116,18531,富丽碧蔓汀,金牛,金牛万达,2室1厅1厨1卫,低楼层 (共26层),62.6㎡,平层,48.88㎡,板楼,东,钢混结构,精装,两梯六户,有,2021-11-24,商品房,2011-02-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
45,['格林花园 4室2厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,格林花园,金牛,一品天下,4室2厅1厨2卫,中楼层 (共9层),184㎡,错层,184㎡,板楼,东南,砖混结构,精装,一梯两户,有,2021-11-30,商品房,2001-12-02,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
46,['三和花园 3室2厅 北 南'],154,12444,三和花园,金牛,蜀汉路,3室2厅1厨2卫,高楼层 (共6层),123.76㎡,平层,暂无数据,板塔结合,北 南,混合结构,简装,一梯两户,无,2021-11-30,商品房,2002-11-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
47,['红花东路 2室2厅 东南'],96,9380,红花东路,金牛,金牛万达,2室2厅1厨1卫,低楼层 (共7层),102.35㎡,平层,暂无数据,暂无数据,东南,未知结构,简装,一梯两户,无,2021-12-02,商品房,2009-11-04,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
48,['树蓓巷1号 4室2厅 南'],122,8673,树蓓巷1号,金牛,金牛万达,4室2厅1厨2卫,高楼层 (共7层),140.67㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-12-06,商品房,2009-09-14,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
49,['兴元花园二期 4室2厅 东南'],218,15499,兴元花园二期,金牛,抚琴小区,4室2厅1厨2卫,高楼层 (共9层),140.66㎡,跃层,暂无数据,板塔结合,东南,框架结构,简装,一梯两户,有,2021-12-07,商品房,2011-12-15,普通住宅,满五年,非共有,"
                                有抵押 125万元 招商银行 业主自还
                              ",已上传房本照片,,,,
50,['华侨城纯水岸二期 2室1厅 东南'],162,21297,华侨城纯水岸二期,金牛,华侨城,2室1厅1厨1卫,高楼层 (共33层),76.07㎡,平层,60.49㎡,板楼,东南,钢混结构,简装,三梯六户,有,2021-11-21,商品房,2015-03-13,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
51,['水韵天府 3室2厅 南'],106,11699,水韵天府,金牛,五块石,3室2厅1厨1卫,高楼层 (共22层),90.61㎡,平层,75.68㎡,塔楼,南,钢混结构,简装,两梯八户,有,2021-11-30,商品房,2016-07-11,普通住宅,满五年,共有,"
                                有抵押 65万元 业主自还
                              ",已上传房本照片,,,,
52,['华侨城纯水岸三期 2室1厅 东南'],暂无数据,首付及贷款情况请咨询经纪人,华侨城纯水岸三期,金牛,华侨城,2室1厅1厨1卫,高楼层 (共33层),74.25㎡,平层,58.06㎡,塔楼,东南,钢混结构,精装,三梯六户,有,2021-12-07,商品房,2015-09-12,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
53,['福祥家园瑞康苑 2室1厅 东南'],90,11812,福祥家园瑞康苑,金牛,茶店子,2室1厅1厨1卫,高楼层 (共6层),76.2㎡,平层,65.78㎡,板楼,东南,砖混结构,简装,一梯两户,无,2021-12-04,商品房,2014-03-25,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
54,['润泽园 3室2厅 北'],95,11156,润泽园,金牛,金牛万达,3室2厅1厨1卫,低楼层 (共7层),85.16㎡,平层,暂无数据,板楼,北,混合结构,简装,一梯两户,无,2021-12-11,商品房,2013-01-23,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
55,['碧园公寓 2室2厅 东南'],127,15267,碧园公寓,金牛,花牌坊,2室2厅1厨1卫,低楼层 (共6层),83.19㎡,平层,75.52㎡,板楼,东南,混合结构,简装,一梯两户,无,2021-12-12,商品房,2010-03-06,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
56,['唯特郡 1室1厅 东南'],83,14408,唯特郡,金牛,一品天下,1室1厅1厨1卫,低楼层 (共18层),57.61㎡,平层,43.8㎡,板塔结合,东南,框架结构,精装,两梯十一户,有,2021-12-10,商品房,2010-04-03,普通住宅,满五年,非共有,"
                                有抵押 70万元
                              ",已上传房本照片,,,,
57,['泉水人家二期A区 2室1厅 东'],93,14907,泉水人家二期A区,金牛,华侨城,2室1厅1厨1卫,低楼层 (共16层),62.39㎡,平层,暂无数据,塔楼,东,框架结构,精装,两梯四户,有,2021-12-13,商品房,2011-12-15,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
58,['蓉北商贸大道一段26号 2室1厅 南'],58,9864,蓉北商贸大道一段26号,金牛,五块石,2室1厅1厨1卫,高楼层 (共5层),58.8㎡,平层,52.8㎡,暂无数据,南,砖混结构,简装,一梯两户,无,2021-12-15,商品房,2009-07-27,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
59,['青房尚瑞天韵 2室1厅 东北 东南'],138,15353,青房尚瑞天韵,金牛,高家庄,2室1厅1厨1卫,高楼层 (共26层),89.89㎡,平层,75.26㎡,塔楼,东北 东南,钢混结构,精装,两梯六户,有,2021-12-09,商品房,2017-02-14,普通住宅,满两年,非共有,"
                                有抵押 10万元
                              ",已上传房本照片,,,,
60,['蓝光花满庭一期 2室2厅 南'],132,17143,蓝光花满庭一期,金牛,五块石,2室2厅1厨1卫,低楼层 (共21层),77㎡,平层,62.46㎡,板塔结合,南,钢混结构,精装,两梯七户,有,2021-12-14,商品房,2013-03-28,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
61,['天地芳苑 3室1厅 东南'],170,13688,天地芳苑,金牛,西南交大,3室1厅1厨1卫,低楼层 (共6层),124.2㎡,平层,115.01㎡,板楼,东南,砖混结构,精装,一梯两户,无,2021-11-28,商品房,2016-08-18,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
62,['蓝光富丽城 3室2厅 南'],137,15303,蓝光富丽城,金牛,金牛万达,3室2厅1厨1卫,高楼层 (共18层),89.53㎡,平层,暂无数据,板楼,南,框架结构,简装,两梯四户,有,2021-12-03,商品房,2007-07-16,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
63,['劲草园 2室2厅 南'],74,9476,劲草园,金牛,沙湾,2室2厅1厨1卫,中楼层 (共6层),78.1㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,2021-11-23,商品房,2015-12-08,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
64,['天茵苑 4室2厅 南'],168,10266,天茵苑,金牛,花牌坊,4室2厅1厨2卫,高楼层 (共7层),163.66㎡,跃层,暂无数据,板楼,南,框架结构,精装,一梯六户,无,2021-12-02,商品房,2002-11-26,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
65,['马鞍北路8号 2室1厅 南 北'],65,9561,马鞍北路8号,金牛,马鞍路,2室1厅1厨1卫,中楼层 (共7层),67.99㎡,平层,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2021-12-16,商品房,2018-01-31,普通住宅,满两年,非共有,"
                                有抵押 25万元 蒙商银行
                              ",已上传房本照片,,,,
66,['四季香榭 2室1厅 东南 西南'],156,19146,四季香榭,金牛,西南交大,2室1厅1厨1卫,低楼层 (共6层),81.48㎡,平层,74.58㎡,板楼,东南 西南,混合结构,简装,一梯两户,无,2021-12-16,商品房,2014-12-17,普通住宅,满五年,共有,"
                                无抵押
                              ",已上传房本照片,,,,
67,['天茵苑 3室2厅 东南'],124,11377,天茵苑,金牛,花牌坊,3室2厅1厨2卫,中楼层 (共7层),109㎡,平层,暂无数据,板楼,东南,框架结构,精装,一梯六户,无,2021-12-08,商品房,2016-10-19,普通住宅,满五年,共有,"
                                有抵押 20万元
                              ",已上传房本照片,,,,
68,['金琴路南一巷1号 3室1厅 东南'],78,10034,金琴路南一巷1号,金牛,石人小区,3室1厅1厨1卫,中楼层 (共7层),77.74㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯三户,无,2021-12-12,商品房,1996-11-07,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
69,['两河锦地 3室2厅 东南 西北'],106,12542,两河锦地,金牛,高家庄,3室2厅1厨1卫,高楼层 (共18层),84.52㎡,平层,70.19㎡,板楼,东南 西北,钢混结构,精装,两梯六户,有,2021-12-13,商品房,2011-01-25,普通住宅,满五年,共有,"
                                有抵押 10万元 建行 业主自还
                              ",已上传房本照片,,,,
70,['城北小区(金牛) 3室1厅 东南'],138,11728,城北小区(金牛),金牛,金牛万达,3室1厅1厨2卫,中楼层 (共7层),117.67㎡,平层,117㎡,板楼,东南,混合结构,简装,一梯两户,无,2021-12-15,已购公房,2002-04-17,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
71,['书香门第 3室1厅 东北'],199,15159,书香门第,金牛,花牌坊,3室1厅1厨2卫,中楼层 (共23层),131.28㎡,平层,111.92㎡,塔楼,东北,钢混结构,简装,两梯六户,有,2021-12-15,商品房,2011-04-12,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
72,['枣子巷15号 2室1厅 西南 东北'],74,13215,枣子巷15号,金牛,通惠门,2室1厅1厨1卫,低楼层 (共6层),56㎡,平层,暂无数据,板塔结合,西南 东北,混合结构,简装,一梯两户,无,2021-12-17,商品房,1999-02-10,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
73,['马鞍北路社区 2室1厅 西南'],63,10448,马鞍北路社区,金牛,马鞍路,2室1厅1厨1卫,中楼层 (共7层),60.3㎡,平层,暂无数据,板楼,西南,钢混结构,简装,一梯两户,无,2021-12-18,商品房,2006-03-03,普通住宅,满五年,非共有,"
                                无抵押
                              ",已上传房本照片,,,,
